PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Vendor Supplied Gene Symbol,Raw Sample Value,Median Negative Control on Plate,Median Positive Control on Plate,PPT Sample as Percentage of Negative Control,PPT MAD Z-Score,PPT Log MAD Z-Score,"Cell Count, Sample",Median Negative Control Cell Count on Plate,Median Positive Control Cell Count on Plate,"Sample Cell Count, MAD Z-Score Normalized to Negative Control",Sample Mitochondrial Signal,Median Negative Control Mitochondrial Signal on Plate,Median Positive Control Mitochondrial Signal on Plate,"Sample mitochondrial signal, MAD Z-Score Normalized to Negative Control",HUGO Gene Symbol,Entrez GeneID,CatalogNumber,REFSEQ,PLATE ID,Row Number,Column Number,Passed Initial Activity Threshold?
RESULT_TYPE,,,,,,,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,INTEGER,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,TARGET_NCBI_GENE_ID,STRING,STRING,STRING,INTEGER,INTEGER,STRING
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,,,,NONE,NONE,
10753,135625249,,Inactive,0,,,DEFB130,50.5386,43.3453,94.8239,116.595,-0.112841,-0.112307,982,1104,982.5,0.435996,36.3544,55.319,68.2809,-1.02011,DEFB130,245940,M-032803-01,NM_001037804,QDA104007,7,21,No
10754,135625250,,Inactive,0,,,STH,40.3733,38.9748,94.738,103.588,-0.363203,-0.383101,905,1106.5,948,-0.190911,49.6133,60.3996,72.0339,0.0165186,-,246744,M-032804-00,NM_001007532,QDA103996,4,14,No
10755,135625251,,Inactive,0,,,TXNDC8,43.1356,21.7866,90.03,197.991,1.45387,1.09991,1091,1430,1177.5,-0.672108,27.3144,44.9702,60.728,-1.33436,TXNDC8,255220,M-032806-00,NM_001003936,QDA103479,11,9,No
10756,135625252,,Inactive,0,,,bA9F11.1,35.5984,37.3744,93.9752,95.2479,-0.523738,-0.575267,896,1102,961,-0.233176,35.1562,51.6527,68.8182,-0.8721,-,255349,M-032808-00,NM_001001663,QDA103919,3,5,No
10757,135625254,,Inactive,0,,,LOC283755,36.8067,36.1611,95.1837,101.786,-0.397902,-0.423292,1106,1090.5,955,1.52803,61.302,58.5323,71.579,1.44235,-,283755,M-032820-00,NM_001024682,QDA103802,10,4,No
10758,135625256,,Inactive,0,,,KIAA1295,33.9552,32.3804,95.0656,104.864,-0.338657,-0.355089,1236,1236.5,1007,1.40004,43.8511,43.8324,58.1195,1.14638,SH3PXD2B,285590,M-032834-00,NM_001017995,QDA103729,15,3,No
10759,135625257,,Inactive,0,,,EIF4E3,14.4022,18.4552,90.6847,78.0387,-0.854984,-1.03148,1013,1456.5,1165.5,-1.26255,33.465,43.7454,59.5963,-0.339606,EIF4E3,317649,M-032845-01,NM_173359,QDA103556,5,17,No
10760,135625260,,Inactive,0,,,POTE8,29.0268,40.6183,94.8739,71.4625,-0.981563,-1.23301,1090,1086,927.5,1.43583,51.1927,50.003,65.5727,1.29385,-,340441,M-032857-01,NM_001002920,QDA103915,12,22,No
10761,135625261,,Inactive,0,,,ZNF284,32.1174,37.3744,93.9752,85.9341,-0.703013,-0.810844,1147,1102,961,1.76113,52.3976,51.6527,68.8182,1.2347,ZNF284,342909,M-032869-00,NM_001037813,QDA103919,3,21,No
10762,135625262,,Inactive,0,,,CD200R2,26.2848,29.5139,94.4605,89.0588,-0.642868,-0.729079,1005,1245,1001,-0.284295,40,41.8433,55.7556,0.86564,-,344807,M-032880-01,NM_001008784,QDA103855,4,9,No
10763,135625263,,Inactive,0,,,RSHL3,39.7709,33.9208,94.4323,117.246,-0.100312,-0.0995617,1113,1304,1015.5,0.12109,40.7907,44.8517,59.5009,0.572195,RSHL3,345895,M-032884-00,NM_001010892,QDA103773,5,17,No
10764,135625264,,Inactive,0,,,C10orf96,35.6788,41.4768,94.403,86.0212,-0.701337,-0.808526,1127,1121.5,961,1.44652,41.4374,59.5512,73.5435,-0.776155,C10orf96,374355,M-032891-01,NM_198515,QDA103988,2,21,No
10765,135625265,,Inactive,0,,,FLJ34306,25.561,32.3804,95.0656,78.9397,-0.837642,-1.0052,943,1236.5,1007,-0.67474,35.2068,43.8324,58.1195,-0.0983687,LRRC37A3,374819,M-032892-00,NM_199340,QDA103729,5,19,No
10766,135625266,,Inactive,0,,,FLJ40411,42.0251,31.3817,94.613,133.916,0.220544,0.204767,1050,1331,1024.5,-0.444951,42.0952,49.4545,63.6211,0.204452,-,375316,M-032893-00,NM_001080504,QDA103880,14,3,No
10767,135625267,,Inactive,0,,,APITD1,37.0787,38.9748,94.738,95.135,-0.525912,-0.577983,1020,1106.5,948,0.719098,43.6275,60.3996,72.0339,-0.608991,APITD1,378708,M-032895-01,NM_199294,QDA103996,2,10,No
10768,135625268,,Inactive,0,,,IL31,42.9363,41.4768,94.403,103.519,-0.364539,-0.384635,982,1121.5,961,0.314467,51.6293,59.5512,73.5435,0.304059,IL31,386653,M-032899-01,NM_001014336,QDA103988,10,9,No
10769,135625269,,Inactive,0,,,C6orf173,64.456,36.484,94.2952,176.669,1.04346,0.839059,847,1409.5,993,-2.09069,25.974,48.0885,61.2497,-1.75888,C6orf173,387103,M-032901-01,NM_001012507,QDA103745,12,19,No
10770,135625270,,Active,100,,,C6orf174,13.5408,37.5458,94.6283,36.0648,-1.6629,-2.79858,1114,1123.5,982,1.32955,52.9623,60.3039,72.446,0.375278,C6orf174,387104,M-032902-00,NM_001012279,QDA103984,11,22,Yes
10771,135625271,,Inactive,0,,,C6orf120,26.087,37.3744,93.9752,69.7989,-1.01358,-1.28693,917,1102,961,-0.0663221,48.5278,51.6527,68.8182,0.761835,C6orf120,387263,M-032903-00,NM_001029863,QDA103919,15,13,No
10772,135625272,,Inactive,0,,,KRTAP5-3,64.4683,40.6183,94.8739,158.717,0.697928,0.593754,1011,1086,927.5,0.798896,42.2354,50.003,65.5727,0.163205,KRTAP5-3,387266,M-032904-01,NM_001012708,QDA103915,2,3,No
10773,135625273,,Inactive,0,,,KRTAP5-4,36.0029,35.7543,94.1109,100.695,-0.418887,-0.447945,1317,1101,972,3.12135,49.0509,62.1164,73.382,-0.183913,KRTAP5-4,387267,M-032905-01,NM_001012709,QDA103960,13,5,No
10774,135625274,,Inactive,0,,,KRTAP5-10,44.0547,38.6461,95.3755,113.995,-0.162885,-0.163934,1070,1126.5,949,0.964429,48.4112,52.3892,67.9261,0.664429,KRTAP5-10,387273,M-032906-00,NM_001012710,QDA104015,4,5,No
10775,135625275,,Inactive,0,,,RP11-56A21.1,37.588,35.1362,94.6735,106.978,-0.297954,-0.309383,1027,1127,967,0.626664,56.3778,61.1021,71.0379,0.655675,-,387680,M-032909-00,NM_001005751,QDA103937,13,14,No
10776,135625276,,Inactive,0,,,C10orf130,43.4109,36.484,94.2952,118.986,-0.0668282,-0.0658448,1178,1409.5,993,-0.0345038,37.3514,48.0885,61.2497,-0.265576,C10orf130,387707,M-032910-01,NM_001001732,QDA103745,4,18,No
10777,135625277,,Inactive,0,,,FLJ26175,33.3006,29.0639,94.6599,114.577,-0.151687,-0.15228,930,1352,991,-1.32939,40.5376,44.7305,58.4896,0.552052,ZNF470,388566,M-032919-00,NM_001001668,QDA103828,2,3,No
10778,135625278,,Inactive,0,,,TSPYL6,36.1157,29.2368,94.7973,123.528,0.0206013,0.0199221,1115,1239,991,0.527289,40.8072,46.0401,63.6347,0.426295,TSPYL6,388951,M-032923-00,NM_001003937,QDA103872,11,15,No
10779,135625279,,Inactive,0,,,GTF2IRD2B,32.5853,33.9085,94.9508,96.0976,-0.507384,-0.554935,1015,1143.5,951,0.419648,55.7635,65.945,74.7808,0.169204,GTF2IRD2B,389524,M-032928-00,NM_001003795,QDA103952,13,14,No
10780,135625280,,Inactive,0,,,FLJ46321,50.3984,29.2368,94.7973,172.38,0.960905,0.782795,942,1239,991,-0.695281,48.1953,46.0401,63.6347,1.43915,-,389763,M-032934-01,NM_001001670,QDA103872,14,21,No
10781,135625281,,Inactive,0,,,RNASE9,31.401,43.3453,94.8239,72.4438,-0.962675,-1.20179,903,1104,982.5,-0.190556,35.5482,55.319,68.2809,-1.1121,RNASE9,390443,M-032959-01,NM_001001673,QDA104007,15,21,No
10782,135625282,,Inactive,0,,,SULT6B1,32.5279,36.186,95.2725,89.8908,-0.626854,-0.707791,982,1078,924.5,0.623839,41.9552,58.3131,68.5391,-0.626868,-,391365,M-033007-01,NM_001032377,QDA104002,8,8,No
10783,135625283,,Inactive,0,,,C9orf128,46.371,33.2009,94.8342,139.668,0.331256,0.301043,947,1114,949,0.0909888,53.1151,57.5755,71.2572,0.654711,C9orf128,392307,M-033060-00,NM_001012446,QDA103899,14,15,No
10784,135625284,,Inactive,0,,,LCN9,35.2495,20.0397,91.2489,175.898,1.02863,0.829054,835,1447.5,1148,-2.3014,32.5749,45.5163,56.0895,-0.650889,LCN9,392399,M-033067-00,NM_001001676,QDA103561,3,8,No
10785,135625285,,Active,100,,,FLJ45530,11.3126,36.0002,94.9202,31.4237,-1.75223,-3.11393,1062,1060.5,948.5,1.41597,46.6102,59.1218,70.3279,-0.192024,-,400555,M-033092-01,NM_001001682,QDA103891,12,6,Yes
10786,135625286,,Inactive,0,,,MGC88387,32.0108,32.4599,94.5014,98.6165,-0.458899,-0.4957,955,1301,999,-0.925033,28.5864,41.977,57.6373,-0.869739,MED11,400569,M-033093-01,NM_001001683,QDA103843,13,22,No
10787,135625287,,Inactive,0,,,FLJ45831,38.6343,38.7128,94.8327,99.7974,-0.43617,-0.46845,975,1071,930,0.618743,44.9231,58.5053,70.947,-0.321601,-,400576,M-033094-00,NM_001001684,QDA103887,11,4,No
10788,135625288,,Inactive,0,,,FLJ45079,25.6616,34.8669,94.0704,73.5986,-0.940447,-1.16558,1096,1288,1000,0.0983604,42.792,43.9986,57.1148,0.97059,-,400624,M-033095-01,NM_001001685,QDA103765,15,6,No
10789,135625289,,Inactive,0,,,FLJ45139,24.6032,36.0002,94.9202,68.3418,-1.04163,-1.33523,1071,1060.5,948.5,1.49027,55.4622,59.1218,70.3279,0.752996,-,400867,M-033103-00,NM_001001692,QDA103891,15,21,No
10790,135625290,,Inactive,0,,,FLJ41993,35.9121,41.4768,94.403,86.5835,-0.690512,-0.793608,1129,1121.5,961,1.46214,66.3419,59.5512,73.5435,1.86341,-,400935,M-033104-00,NM_001001694,QDA103988,11,22,No
